ID,Applicant_Name,Gender,District,State,Pincode,Ownership,GovtID_Type,ID_Number,Category,Load_Applied,Date_of_Application,Date_of_Approval,Modified_Date,Status,Reviewer_ID,Reviewer_Name,Reviewer_ID2,Reviewer_Name2,Reviewer_Comments
257,PADMA KUMAR,Male,West,KARNATA,560048,JOINT,PASSPORT,E9234347,Residential,9,14/10/2022,12/11/2022,01/12/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
258,ASHOK RODRIGUES,Female,North,KARNATA,560065,JOINT,PASSPORT,C8670476,Residential,12,15/06/2023,12/07/2023,13/07/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
259,TORI KRISHNAN,Male,East,KARNATA,560047,JOINT,VOTER_ID,OGM6756203,Commercial,3,26/05/2023,13/06/2023,25/06/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
260,SUSANA HEGDE,Male,South,KARNATA,560030,INDIVIDUAL,PAN,UOWFU3450P,Residential,3,08/03/2023,02/04/2023,19/04/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
261,TINA CHETTIAR,Female,East,KARNATA,560007,JOINT,AADHAR,2.7906E+11,Residential,4,13/04/2024,08/05/2024,12/05/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
262,PHOEBE JACOB,Female,East,KARNATA,560045,INDIVIDUAL,PASSPORT,B6890320,Residential,10,13/08/2023,,22/08/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
263,MYRA THOMAS,Female,West,KARNATA,560011,JOINT,PAN,MYWQY7911U,Commercial,2,23/03/2022,04/04/2022,15/04/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
264,PREMA BHAT,Female,East,KARNATA,560057,JOINT,PASSPORT,G3807132,Residential,1,09/05/2022,,14/05/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
265,ERIC FERNANDEZ,Male,North,KARNATA,560009,JOINT,AADHAR,9.46222E+11,Commercial,9,23/02/2024,02/03/2024,11/03/2024,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
266,ROBERT PHILIP,Female,South,KARNATA,560032,JOINT,PASSPORT,C3202464,Residential,1,05/02/2022,,11/02/2022,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
267,RAMESH BHAT,Female,South,KARNATA,560023,JOINT,PASSPORT,E6824517,Commercial,9,21/08/2022,,29/08/2022,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
268,LAKSHMI SHAH,Male,East,KARNATA,560002,INDIVIDUAL,VOTER_ID,IMA9253243,Commercial,5,10/01/2022,,15/01/2022,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
269,ROHAN KUMAR,Female,South,KARNATA,560053,JOINT,PASSPORT,D3739207,Commercial,7,14/08/2022,01/09/2022,09/09/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
270,IMRAN THEVAR,Female,West,KARNATA,560025,INDIVIDUAL,VOTER_ID,DCL8596173,Commercial,12,30/09/2023,15/10/2023,16/10/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
271,SUNITA SHARMA,Male,North,KARNATA,560037,JOINT,VOTER_ID,SSG3528052,Residential,8,11/08/2022,25/08/2022,10/09/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
272,ARUN PATEL,Female,North,KARNATA,560019,INDIVIDUAL,PAN,UBMEV7251A,Residential,12,12/09/2022,01/10/2022,09/10/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
273,ANITA IYER,Male,West,KARNATA,560050,JOINT,PAN,ESTOD8884U,Commercial,4,05/01/2023,,09/01/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
274,HARISH RODRIGUES,Female,North,KARNATA,560022,JOINT,AADHAR,9.69283E+11,Residential,1,13/02/2022,12/03/2022,28/03/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
275,TATYANA PILLAI,Male,South,KARNATA,560064,INDIVIDUAL,PAN,YZQBQ9787Z,Residential,3,15/05/2023,06/06/2023,18/06/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
276,JOHN PHILIP,Female,South,KARNATA,560033,INDIVIDUAL,PASSPORT,H5944490,Commercial,4,04/08/2023,20/08/2023,31/08/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
277,MADHU SWAMY,Male,North,KARNATA,560020,JOINT,PAN,VOLUN4039A,Commercial,10,02/09/2022,09/09/2022,27/09/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
278,ASHOK CHETTIAR,Male,East,KARNATA,560042,JOINT,PAN,CNBVD1512G,Residential,8,16/07/2022,08/08/2022,21/08/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
279,LISA JACOB,Male,North,KARNATA,560002,INDIVIDUAL,PASSPORT,B8852729,Residential,6,26/07/2023,,02/08/2023,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
280,KIRAN MURTHY,Female,North,KARNATA,560010,JOINT,AADHAR,3.4028E+11,Residential,2,13/01/2024,30/01/2024,06/02/2024,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
281,MEENA SINGH,Female,North,KARNATA,560046,JOINT,PASSPORT,B3798595,Residential,9,16/02/2023,14/03/2023,20/03/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
282,MYRA THOMAS,Female,East,KARNATA,560053,JOINT,PAN,POFTY5162L,Commercial,8,11/02/2023,17/02/2023,27/02/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
283,DIVYA SHETTY,Female,North,KARNATA,560039,INDIVIDUAL,VOTER_ID,WAV5629792,Residential,2,08/02/2022,17/02/2022,22/02/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
284,RADHA MEHTA,Male,East,KARNATA,560039,INDIVIDUAL,PASSPORT,D2295227,Commercial,8,27/06/2022,24/07/2022,12/08/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
285,CHRIS RAJAN,Female,North,KARNATA,560008,JOINT,PAN,WLYDU1187U,Commercial,1,09/11/2022,24/11/2022,12/12/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
286,ADELE MUDALIAR,Male,South,KARNATA,560007,JOINT,PASSPORT,B4725978,Commercial,5,16/03/2024,25/03/2024,05/04/2024,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
287,KRISHNA REDDY,Female,East,KARNATA,560011,JOINT,PASSPORT,C3262755,Commercial,9,22/07/2022,16/08/2022,04/09/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
288,CONNOR NAIR,Female,West,KARNATA,560042,INDIVIDUAL,AADHAR,5.53857E+11,Commercial,6,23/12/2022,08/01/2023,28/01/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
289,ERIC MATHEW,Female,South,KARNATA,560057,INDIVIDUAL,VOTER_ID,FJT2439727,Residential,12,25/02/2022,21/03/2022,26/03/2022,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
290,GAYLE MENON,Female,West,KARNATA,560061,INDIVIDUAL,PAN,FNFNG8913T,Residential,12,17/12/2023,,24/12/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
291,SABINA RAO,Male,East,KARNATA,560026,JOINT,AADHAR,8.19257E+11,Residential,2,02/02/2023,,08/02/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
292,ROCCO PHILIP,Male,West,KARNATA,560013,JOINT,PASSPORT,B4127564,Residential,9,14/04/2023,11/05/2023,12/05/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
293,ASHOK GILL,Female,West,KARNATA,560051,INDIVIDUAL,AADHAR,8.53109E+11,Commercial,6,03/10/2023,24/10/2023,02/11/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
294,AVERY SHARMA,Female,South,KARNATA,560020,JOINT,PASSPORT,C2472955,Commercial,9,26/11/2023,,30/11/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
295,KRISHNA GOWDA,Female,East,KARNATA,560043,JOINT,VOTER_ID,FDO4394202,Residential,5,07/12/2023,,16/12/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
296,NALINI GOWDA,Male,East,KARNATA,560009,INDIVIDUAL,VOTER_ID,IWS6346688,Commercial,7,07/11/2022,02/12/2022,11/12/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
297,KEVIN SHETTY,Male,North,KARNATA,560035,INDIVIDUAL,VOTER_ID,GAC8996058,Residential,9,16/05/2024,,22/05/2024,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
298,GEETA NAIDU,Male,South,KARNATA,560025,INDIVIDUAL,AADHAR,9.39273E+11,Residential,5,27/02/2023,25/03/2023,01/04/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
299,SARAH HEGDE,Female,East,KARNATA,560059,INDIVIDUAL,PASSPORT,G1701728,Commercial,12,17/11/2022,15/12/2022,03/01/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
300,DIVYA IYER,Female,West,KARNATA,560006,INDIVIDUAL,PASSPORT,A7499457,Residential,4,26/10/2022,09/11/2022,19/11/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
301,DEEPA KAUR,Male,South,KARNATA,560060,JOINT,AADHAR,6.5286E+11,Residential,3,08/03/2024,04/04/2024,22/04/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
302,LAKSHMI THOMAS,Female,North,KARNATA,560023,JOINT,VOTER_ID,WCI3751363,Residential,2,27/04/2022,,03/05/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
303,NAVEEN MUDALIAR,Male,West,KARNATA,560049,INDIVIDUAL,VOTER_ID,XOR3518087,Residential,3,03/07/2022,,04/07/2022,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
304,ALVARO HEGDE,Female,South,KARNATA,560016,INDIVIDUAL,VOTER_ID,ATA9348805,Commercial,9,06/04/2024,26/04/2024,04/05/2024,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
305,ANITA SOUZA,Female,North,KARNATA,560001,INDIVIDUAL,PAN,QOVBD6718B,Residential,1,15/11/2023,09/12/2023,19/12/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
306,LISA IYER,Female,South,KARNATA,560021,JOINT,VOTER_ID,ZTJ1601296,Residential,5,27/11/2022,14/12/2022,17/12/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
307,ROCCO NAIDU,Male,North,KARNATA,560036,JOINT,PASSPORT,D4507293,Residential,2,09/08/2023,,18/08/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
308,PUSHPA SWAMY,Female,West,KARNATA,560041,JOINT,PAN,YPMSM3947T,Residential,12,25/10/2022,30/10/2022,03/11/2022,Rejected,1311,Sudhansh Dubey,1311,Sudhansh Dubey,KYC failed
309,REKHA MENON,Male,West,KARNATA,560053,INDIVIDUAL,PAN,JUFQR5168Z,Residential,5,04/11/2022,19/11/2022,20/11/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
310,GAYLE FERNANDEZ,Male,South,KARNATA,560025,JOINT,PAN,XMMAD3545U,Commercial,9,10/12/2022,28/12/2022,30/12/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
311,MEENA THOMAS,Male,South,KARNATA,560043,JOINT,AADHAR,2.67373E+11,Commercial,1,14/12/2022,08/01/2023,26/01/2023,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
312,MARK SWAMY,Male,East,KARNATA,560041,INDIVIDUAL,PAN,KMGLY4541Q,Commercial,3,25/04/2022,01/05/2022,08/05/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
313,NEHA SHARMA,Female,South,KARNATA,560025,JOINT,PASSPORT,E6491819,Residential,2,21/04/2024,12/05/2024,17/05/2024,Rejected,1460,HEM CHAND,1460,HEM CHAND,KYC failed
314,ANITA PHILIP,Male,North,KARNATA,560040,INDIVIDUAL,AADHAR,6.12533E+11,Residential,2,18/06/2023,,23/06/2023,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
315,HARISH GUPTA,Female,South,KARNATA,560025,JOINT,PAN,NURHE2875A,Residential,4,10/07/2023,25/07/2023,03/08/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
316,KRISHNA MEHTA,Male,North,KARNATA,560040,JOINT,PASSPORT,A3182279,Residential,8,23/11/2023,10/12/2023,12/12/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
317,PRIYA SINGH,Female,East,KARNATA,560040,JOINT,VOTER_ID,SRN8813071,Residential,2,12/04/2024,,20/04/2024,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
318,ALVARO KAMATH,Female,South,KARNATA,560029,INDIVIDUAL,PAN,XKSRU6320O,Commercial,1,08/03/2022,24/03/2022,09/04/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
319,IMRAN MATHEW,Male,North,KARNATA,560052,INDIVIDUAL,PAN,OBHLP4908T,Residential,9,12/06/2022,29/06/2022,02/07/2022,Rejected,1678,Manoj Parihar,1678,Manoj Parihar,KYC failed
320,SWATI KRISHNAN,Female,West,KARNATA,560044,INDIVIDUAL,VOTER_ID,RCY9164301,Residential,10,03/09/2023,25/09/2023,29/09/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
321,ALVARO FERNANDEZ,Male,North,KARNATA,560049,JOINT,PASSPORT,A2518891,Residential,3,27/06/2024,26/07/2024,27/07/2024,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
322,RAHUL THEVAR,Female,West,KARNATA,560058,INDIVIDUAL,VOTER_ID,RIO6109503,Commercial,12,19/12/2022,11/01/2023,12/01/2023,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
323,JAYA SHETTY,Female,North,KARNATA,560048,INDIVIDUAL,AADHAR,7.17201E+11,Commercial,2,31/05/2024,05/06/2024,13/06/2024,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
324,REKHA THOMAS,Female,West,KARNATA,560049,JOINT,VOTER_ID,RME7452434,Commercial,7,07/06/2022,03/07/2022,08/07/2022,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
325,JAMES SHARMA,Male,West,KARNATA,560056,INDIVIDUAL,AADHAR,8.04964E+11,Commercial,8,18/03/2024,,25/03/2024,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
326,ANITA MUDALIAR,Female,West,KARNATA,560050,JOINT,VOTER_ID,EPP4972005,Commercial,7,14/07/2023,20/07/2023,22/07/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
327,PREMA JACOB,Male,West,KARNATA,560011,INDIVIDUAL,PAN,MCXCM2279V,Commercial,10,24/02/2022,,05/03/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
328,ANITA MUDALIAR,Female,East,KARNATA,560054,JOINT,PAN,HAXTS5267B,Commercial,10,23/06/2022,19/07/2022,29/07/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
329,IMRAN CHETTIAR,Male,South,KARNATA,560065,INDIVIDUAL,PAN,GQHGT3860S,Residential,11,03/04/2023,13/04/2023,22/04/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
330,MARK GOUNDER,Male,East,KARNATA,560011,INDIVIDUAL,VOTER_ID,VTK7428475,Residential,11,27/03/2023,,30/03/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
331,LISA SHAH,Male,North,KARNATA,560022,JOINT,PASSPORT,H6056101,Commercial,12,10/02/2024,22/02/2024,06/03/2024,Rejected,2456,RAHUL SINGH,2456,RAHUL SINGH,KYC failed
332,PHOEBE GOWDA,Female,North,KARNATA,560037,JOINT,PASSPORT,F9896176,Residential,2,29/06/2023,,06/07/2023,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
333,HUNTER BHAT,Female,North,KARNATA,560033,JOINT,PASSPORT,D4270310,Commercial,11,08/12/2023,23/12/2023,10/01/2024,Rejected,1311,Sudhansh Dubey,1311,Sudhansh Dubey,KYC failed
334,MADHU NAIR,Male,West,KARNATA,560013,INDIVIDUAL,PASSPORT,F4681195,Commercial,5,17/07/2022,10/08/2022,13/08/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
335,LATHA MENON,Male,North,KARNATA,560017,JOINT,VOTER_ID,XSG8834214,Residential,11,10/04/2023,23/04/2023,07/05/2023,Rejected,1678,Manoj Parihar,1678,Manoj Parihar,KYC failed
336,MELISSA NAIR,Female,North,KARNATA,560049,JOINT,PAN,ZGVEB4287T,Commercial,3,23/10/2023,01/11/2023,19/11/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
337,PADMA IYER,Female,East,KARNATA,560014,INDIVIDUAL,AADHAR,7.27368E+11,Commercial,8,20/01/2022,,23/01/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
338,VINOD PHILIP,Female,South,KARNATA,560043,JOINT,AADHAR,8.79603E+11,Commercial,8,23/03/2023,20/04/2023,23/04/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
339,MICHAEL PHILIP,Female,North,KARNATA,560046,JOINT,PAN,KQYCN6571C,Commercial,5,26/10/2023,17/11/2023,19/11/2023,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
340,BERNICE PHILIP,Male,East,KARNATA,560063,INDIVIDUAL,PASSPORT,D3347853,Residential,4,26/01/2022,,05/02/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
341,AVERY NAIR,Female,West,KARNATA,560058,INDIVIDUAL,AADHAR,1.61587E+11,Commercial,12,13/02/2022,24/02/2022,13/03/2022,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
342,MANJULA KRISHNAN,Male,North,KARNATA,560005,INDIVIDUAL,PASSPORT,A8905753,Residential,4,20/12/2023,,21/12/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
343,ALVARO IYER,Female,South,KARNATA,560009,INDIVIDUAL,AADHAR,7.5497E+11,Residential,2,03/04/2024,18/04/2024,01/05/2024,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
344,MAHESH RAJAN,Male,East,KARNATA,560028,INDIVIDUAL,VOTER_ID,IDD7965133,Residential,12,14/01/2023,02/02/2023,10/02/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
345,MARIA IYER,Female,South,KARNATA,560003,JOINT,AADHAR,1.04322E+11,Residential,2,25/12/2023,,30/12/2023,Pending,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation pending
346,VIMALA SHETTY,Male,South,KARNATA,560035,JOINT,PASSPORT,D3928445,Residential,10,04/07/2022,,14/07/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
347,SHAUNA SOUZA,Male,South,KARNATA,560025,INDIVIDUAL,AADHAR,4.97795E+11,Residential,8,28/02/2024,,03/03/2024,Pending,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
348,JOE MENON,Male,West,KARNATA,560064,INDIVIDUAL,VOTER_ID,RBQ5782589,Residential,7,15/09/2022,15/10/2022,30/10/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
349,MANJULA REDDY,Male,South,KARNATA,560004,JOINT,AADHAR,8.91285E+11,Commercial,10,17/08/2023,28/08/2023,08/09/2023,Approved,1460,HEM CHAND,1460,HEM CHAND,Installation pending
350,ADELE JOSHI,Male,South,KARNATA,560053,INDIVIDUAL,PASSPORT,D2233623,Commercial,10,12/05/2023,30/05/2023,04/06/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
351,SARAH PHILIP,Female,South,KARNATA,560059,INDIVIDUAL,PAN,ZFDRB3236D,Commercial,8,05/03/2023,20/03/2023,28/03/2023,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
352,ROHAN MURTHY,Male,South,KARNATA,560012,JOINT,PASSPORT,D8943827,Commercial,5,15/01/2022,,19/01/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
353,ARJUN KRISHNAN,Male,South,KARNATA,560001,JOINT,AADHAR,9.0518E+11,Residential,7,28/06/2023,28/07/2023,01/08/2023,Approved,2456,RAHUL SINGH,2456,RAHUL SINGH,Documents verification in progress
354,DINO PILLAI,Male,West,KARNATA,560028,INDIVIDUAL,PAN,HQCMH8524S,Residential,8,20/04/2023,,27/04/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
355,REKHA KAMATH,Male,North,KARNATA,560050,JOINT,AADHAR,5.69425E+11,Commercial,12,20/09/2023,20/10/2023,27/10/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
356,MANJULA REDDY,Female,North,KARNATA,560015,JOINT,PAN,MBJQS4354E,Commercial,4,07/07/2023,27/07/2023,15/08/2023,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
357,ADELE MATHEW,Female,West,KARNATA,560036,INDIVIDUAL,AADHAR,4.79558E+11,Commercial,8,29/05/2023,06/06/2023,22/06/2023,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
358,RAHUL MURTHY,Female,North,KARNATA,560025,JOINT,AADHAR,5.29841E+11,Residential,5,20/03/2022,02/04/2022,06/04/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
359,ALEX GUPTA,Male,East,KARNATA,560054,INDIVIDUAL,PASSPORT,F8048611,Commercial,12,23/10/2023,03/11/2023,06/11/2023,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
360,MADHU GOUNDER,Female,West,KARNATA,560044,JOINT,PASSPORT,H8684083,Commercial,10,16/05/2022,,21/05/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
361,JONATHAN NAIDU,Female,East,KARNATA,560007,INDIVIDUAL,PAN,HYQEN3986F,Residential,3,01/09/2022,16/09/2022,05/10/2022,Connection Released,1460,HEM CHAND,1460,HEM CHAND,Installation completed
362,PHOEBE JACOB,Male,South,KARNATA,560005,JOINT,PAN,DLZND1408M,Commercial,3,15/04/2023,24/04/2023,25/04/2023,Rejected,4510,VINOD GUPTA,4510,VINOD GUPTA,KYC failed
363,BHAVANA KAUR,Female,East,KARNATA,560019,JOINT,PAN,RTXDO6047A,Commercial,10,11/05/2024,27/05/2024,30/05/2024,Connection Released,1678,Manoj Parihar,1678,Manoj Parihar,Installation completed
364,RAJESH VERMA,Male,East,KARNATA,560026,INDIVIDUAL,AADHAR,8.44943E+11,Residential,9,08/02/2023,23/02/2023,15/03/2023,Connection Released,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation completed
365,VINOD JACOB,Female,South,KARNATA,560055,JOINT,PASSPORT,F1204527,Commercial,6,26/12/2022,14/01/2023,01/02/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
366,NAVEEN HEGDE,Female,West,KARNATA,560037,INDIVIDUAL,PASSPORT,G3341557,Residential,3,01/08/2022,22/08/2022,02/09/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
367,JASON KUMAR,Female,East,KARNATA,560054,INDIVIDUAL,PASSPORT,C4342987,Residential,7,24/10/2022,30/10/2022,09/11/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
368,SANJAY NAICKER,Female,South,KARNATA,560004,INDIVIDUAL,VOTER_ID,GYV8927925,Residential,11,13/11/2023,,20/11/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Installation pending
369,VIMALA MEHTA,Male,North,KARNATA,560036,JOINT,AADHAR,9.18616E+11,Commercial,10,08/05/2023,21/05/2023,06/06/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
370,KARTIK RAJAN,Male,East,KARNATA,560021,INDIVIDUAL,VOTER_ID,IWD3739867,Residential,5,05/01/2023,21/01/2023,23/01/2023,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Documents verification in progress
371,ASHOK NAIR,Male,South,KARNATA,560013,INDIVIDUAL,PAN,WVRHR6939D,Commercial,3,14/01/2022,28/01/2022,09/02/2022,Connection Released,2456,RAHUL SINGH,2456,RAHUL SINGH,Installation completed
372,GAYLE RAO,Male,South,KARNATA,560020,INDIVIDUAL,VOTER_ID,UOR9818990,Residential,7,17/04/2023,,19/04/2023,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
373,MOHAN MATHEW,Female,East,KARNATA,560018,JOINT,PAN,EHTDD3332W,Residential,5,09/05/2022,16/05/2022,30/05/2022,Connection Released,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation completed
374,JOHN NAIDU,Female,North,KARNATA,560026,INDIVIDUAL,AADHAR,8.24961E+11,Residential,8,02/05/2022,,03/05/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
375,VINOD KUMAR,Male,North,KARNATA,560027,INDIVIDUAL,VOTER_ID,RAD5653591,Commercial,6,14/06/2022,,24/06/2022,Pending,1460,HEM CHAND,1460,HEM CHAND,Documents verification in progress
376,BRIAN KRISHNAN,Male,South,KARNATA,560025,JOINT,VOTER_ID,XNZ2655671,Residential,9,21/05/2024,,27/05/2024,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
377,KAVYA IYER,Male,East,KARNATA,560049,JOINT,VOTER_ID,NKT6272748,Residential,8,23/04/2022,13/05/2022,25/05/2022,Approved,1678,Manoj Parihar,1678,Manoj Parihar,Installation pending
378,ROBERT THOMAS,Female,North,KARNATA,560050,JOINT,PASSPORT,E8448343,Residential,9,22/02/2023,12/03/2023,19/03/2023,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
379,SHANTI JACOB,Male,North,KARNATA,560063,INDIVIDUAL,PASSPORT,H9768819,Residential,2,27/05/2022,23/06/2022,12/07/2022,Approved,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Installation pending
380,ANTHONY JACOB,Male,East,KARNATA,560026,JOINT,AADHAR,8.96393E+11,Commercial,5,23/02/2024,,04/03/2024,Pending,4510,VINOD GUPTA,4510,VINOD GUPTA,Installation pending
381,HEMA FERNANDEZ,Female,West,KARNATA,560052,JOINT,PAN,DLDMG3205A,Residential,12,24/02/2022,,04/03/2022,Pending,1311,Sudhansh Dubey,1311,Sudhansh Dubey,Documents verification in progress
382,TORI SWAMY,Female,South,KARNATA,560039,INDIVIDUAL,AADHAR,9.27473E+11,Commercial,8,26/07/2022,15/08/2022,31/08/2022,Approved,4510,VINOD GUPTA,4510,VINOD GUPTA,Documents verification in progress
